order,id,spot,u_ppm,th_ppm,th_u,th_wr,u_wr,composition_index,t_sat,th_z_wr,u_z_wr
548,114350.1,15.1,177,140,0.79,9.4,1.8,1.07,870,14.89,98.33
549,114350.1,5.1,226,182,0.81,9.4,1.8,1.07,870,19.36,125.56
550,114356.1,15.1,88,57,0.65,9.6,2,1.36,851,5.94,44
551,114356.1,7.1,105,65,0.62,9.6,2,1.36,851,6.77,52.5
552,114356.1,12.1,118,68,0.58,9.6,2,1.36,851,7.08,59
553,114356.1,10.1,114,71,0.62,9.6,2,1.36,851,7.4,57
554,114356.1,17.1,123,77,0.63,9.6,2,1.36,851,8.02,61.5
555,114356.1,5.1,122,78,0.64,9.6,2,1.36,851,8.13,61
556,114356.1,6.1,121,87,0.72,9.6,2,1.36,851,9.06,60.5
557,114356.1,8.1,128,92,0.72,9.6,2,1.36,851,9.58,64
558,114356.1,14.1,140,96,0.69,9.6,2,1.36,851,10,70
559,114356.1,9.1,133,98,0.74,9.6,2,1.36,851,10.21,66.5
560,114356.1,2.1,149,98,0.66,9.6,2,1.36,851,10.21,74.5
561,114356.1,11.1,138,100,0.72,9.6,2,1.36,851,10.42,69
562,114356.1,4.1,143,101,0.71,9.6,2,1.36,851,10.52,71.5
563,114356.1,3.1,154,123,0.8,9.6,2,1.36,851,12.81,77
564,114356.1,1.1,201,161,0.8,9.6,2,1.36,851,16.77,100.5
565,114356.1,13.1,204,165,0.81,9.6,2,1.36,851,17.19,102
566,114356.1,18.1,210,187,0.89,9.6,2,1.36,851,19.48,105
567,114356.1,16.1,232,234,1.01,9.6,2,1.36,851,24.38,116
568,114358.1,18.1,65,26,0.4,7.2,1.7,1.4,854,3.61,38.24
569,114358.1,16.1,68,26,0.38,7.2,1.7,1.4,854,3.61,40
570,114358.1,6.1,78,26,0.33,7.2,1.7,1.4,854,3.61,45.88
571,114358.1,11.1,68,33,0.49,7.2,1.7,1.4,854,4.58,40
572,114358.1,7.1,74,34,0.46,7.2,1.7,1.4,854,4.72,43.53
573,114358.1,8.1,73,35,0.48,7.2,1.7,1.4,854,4.86,42.94
574,114358.1,15.1,83,40,0.48,7.2,1.7,1.4,854,5.56,48.82
575,114358.1,13.1,84,45,0.54,7.2,1.7,1.4,854,6.25,49.41
576,114358.1,4.1,91,47,0.52,7.2,1.7,1.4,854,6.53,53.53
577,114358.1,9.1,75,48,0.64,7.2,1.7,1.4,854,6.67,44.12
578,114358.1,2.1,85,48,0.56,7.2,1.7,1.4,854,6.67,50
579,114358.1,17.1,90,48,0.53,7.2,1.7,1.4,854,6.67,52.94
580,114358.1,5.1,94,49,0.52,7.2,1.7,1.4,854,6.81,55.29
581,114358.1,1.1,91,50,0.55,7.2,1.7,1.4,854,6.94,53.53
582,114358.1,14.1,82,51,0.62,7.2,1.7,1.4,854,7.08,48.24
583,114358.1,12.1,98,52,0.53,7.2,1.7,1.4,854,7.22,57.65
584,114358.1,20.1,95,56,0.59,7.2,1.7,1.4,854,7.78,55.88
585,114358.1,19.1,97,63,0.65,7.2,1.7,1.4,854,8.75,57.06
586,114358.1,10.1,202,224,1.11,7.2,1.7,1.4,854,31.11,118.82
587,118916.1,17.1,157,127,0.81,32.5,3.2,1.48,744,3.91,49.06
588,118916.1,29.1,182,138,0.76,32.5,3.2,1.48,744,4.25,56.88
589,118916.1,24.1,144,146,1.01,32.5,3.2,1.48,744,4.49,45
590,118916.1,19.1,172,149,0.87,32.5,3.2,1.48,744,4.58,53.75
591,118916.1,3.1,160,170,1.06,32.5,3.2,1.48,744,5.23,50
592,118916.1,2.1,180,226,1.26,32.5,3.2,1.48,744,6.95,56.25
593,118916.1,4.1,229,226,0.99,32.5,3.2,1.48,744,6.95,71.56
594,118916.1,1.1,401,287,0.72,32.5,3.2,1.48,744,8.83,125.31
595,118916.1,6.1,319,299,0.94,32.5,3.2,1.48,744,9.2,99.69
596,118916.1,25.1,268,300,1.12,32.5,3.2,1.48,744,9.23,83.75
597,118916.1,26.1,302,306,1.01,32.5,3.2,1.48,744,9.42,94.38
598,118916.1,23.1,282,310,1.1,32.5,3.2,1.48,744,9.54,88.13
599,118916.1,27.1,278,318,1.14,32.5,3.2,1.48,744,9.78,86.88
600,118916.1,9.1,218,335,1.54,32.5,3.2,1.48,744,10.31,68.13
601,118916.1,15.1,395,348,0.88,32.5,3.2,1.48,744,10.71,123.44
602,118916.1,12.1,418,429,1.03,32.5,3.2,1.48,744,13.2,130.63
603,118916.1,22.1,496,436,0.88,32.5,3.2,1.48,744,13.42,155
604,118916.1,11.1,423,437,1.03,32.5,3.2,1.48,744,13.45,132.19
605,118916.1,16.1,537,525,0.98,32.5,3.2,1.48,744,16.15,167.81
606,118916.1,20.1,612,531,0.87,32.5,3.2,1.48,744,16.34,191.25
607,118916.1,21.1,562,545,0.97,32.5,3.2,1.48,744,16.77,175.63
608,118916.1,8.1,578,614,1.06,32.5,3.2,1.48,744,18.89,180.63
609,118916.1,28.1,427,637,1.49,32.5,3.2,1.48,744,19.6,133.44
610,118916.1,14.1,786,806,1.03,32.5,3.2,1.48,744,24.8,245.63
611,118916.1,7.1,587,867,1.48,32.5,3.2,1.48,744,26.68,183.44
612,118916.1,13.1,682,938,1.38,32.5,3.2,1.48,744,28.86,213.13
613,118916.1,10.1,896,1010,1.13,32.5,3.2,1.48,744,31.08,280
614,118920.1,11.1,85,45,0.53,28.6,3.6,1.49,848,1.57,23.61
615,118920.1,2.1,98,45,0.46,28.6,3.6,1.49,848,1.57,27.22
616,118920.1,13.1,82,46,0.56,28.6,3.6,1.49,848,1.61,22.78
617,118920.1,6.1,101,52,0.51,28.6,3.6,1.49,848,1.82,28.06
618,118920.1,7.1,91,54,0.59,28.6,3.6,1.49,848,1.89,25.28
619,118920.1,14.1,105,57,0.54,28.6,3.6,1.49,848,1.99,29.17
620,118920.1,1.1,82,64,0.78,28.6,3.6,1.49,848,2.24,22.78
621,118920.1,15.1,137,98,0.72,28.6,3.6,1.49,848,3.43,38.06
622,118920.1,4.1,238,156,0.66,28.6,3.6,1.49,848,5.45,66.11
623,118920.1,12.1,383,209,0.55,28.6,3.6,1.49,848,7.31,106.39
624,118920.1,8.1,790,529,0.67,28.6,3.6,1.49,848,18.5,219.44
625,118920.1,3.1,569,610,1.07,28.6,3.6,1.49,848,21.33,158.06
626,118920.1,10.1,920,630,0.68,28.6,3.6,1.49,848,22.03,255.56
627,118923.1,12.1,54,27,0.5,24.3,3.4,1.77,892,1.11,15.88
628,118923.1,7.1,54,28,0.52,24.3,3.4,1.77,892,1.15,15.88
629,118923.1,15.1,59,32,0.54,24.3,3.4,1.77,892,1.32,17.35
630,118923.1,13.1,60,36,0.6,24.3,3.4,1.77,892,1.48,17.65
631,118923.1,8.1,72,38,0.53,24.3,3.4,1.77,892,1.56,21.18
632,118923.1,16.1,71,42,0.59,24.3,3.4,1.77,892,1.73,20.88
633,118923.1,10.1,70,43,0.61,24.3,3.4,1.77,892,1.77,20.59
634,118923.1,6.1,80,48,0.6,24.3,3.4,1.77,892,1.98,23.53
635,118923.1,9.1,81,48,0.59,24.3,3.4,1.77,892,1.98,23.82
636,118923.1,11.1,95,51,0.54,24.3,3.4,1.77,892,2.1,27.94
637,118923.1,14.1,78,56,0.72,24.3,3.4,1.77,892,2.3,22.94
638,118923.1,2.1,99,58,0.59,24.3,3.4,1.77,892,2.39,29.12
639,118923.1,1.1,85,68,0.8,24.3,3.4,1.77,892,2.8,25
640,118923.1,5.1,87,81,0.93,24.3,3.4,1.77,892,3.33,25.59
641,118923.1,3.1,117,84,0.72,24.3,3.4,1.77,892,3.46,34.41
642,118924.1,4.1,53,30,0.57,14.6,3.3,1.61,895,2.05,16.06
643,118924.1,19.1,82,44,0.54,14.6,3.3,1.61,895,3.01,24.85
644,118924.1,8.1,97,45,0.46,14.6,3.3,1.61,895,3.08,29.39
645,118924.1,17.1,84,51,0.61,14.6,3.3,1.61,895,3.49,25.45
646,118924.1,14.1,84,57,0.68,14.6,3.3,1.61,895,3.9,25.45
647,118924.1,15.1,99,57,0.58,14.6,3.3,1.61,895,3.9,30
648,118924.1,7.1,119,59,0.5,14.6,3.3,1.61,895,4.04,36.06
649,118924.1,1.1,119,64,0.54,14.6,3.3,1.61,895,4.38,36.06
650,118924.1,13.1,137,69,0.5,14.6,3.3,1.61,895,4.73,41.52
651,118924.1,9.1,93,73,0.78,14.6,3.3,1.61,895,5,28.18
652,118924.1,10.1,124,75,0.6,14.6,3.3,1.61,895,5.14,37.58
653,118924.1,18.1,147,75,0.51,14.6,3.3,1.61,895,5.14,44.55
654,118924.1,2.1,149,86,0.58,14.6,3.3,1.61,895,5.89,45.15
655,118924.1,11.1,165,86,0.52,14.6,3.3,1.61,895,5.89,50
656,118924.1,16.1,197,134,0.68,14.6,3.3,1.61,895,9.18,59.7
657,118924.1,5.1,219,186,0.85,14.6,3.3,1.61,895,12.74,66.36
658,118924.1,20.1,252,192,0.76,14.6,3.3,1.61,895,13.15,76.36
659,118925.1,19.1,187,105,0.56,19.9,3.4,1.42,855,5.28,55
660,118925.1,1.1,197,110,0.56,19.9,3.4,1.42,855,5.53,57.94
661,118925.1,8.1,152,113,0.74,19.9,3.4,1.42,855,5.68,44.71
662,118925.1,4.1,164,121,0.74,19.9,3.4,1.42,855,6.08,48.24
663,118925.1,25.1,319,122,0.38,19.9,3.4,1.42,855,6.13,93.82
664,118925.1,9.1,186,123,0.66,19.9,3.4,1.42,855,6.18,54.71
665,118925.1,3.1,290,147,0.51,19.9,3.4,1.42,855,7.39,85.29
666,118925.1,6.1,175,157,0.9,19.9,3.4,1.42,855,7.89,51.47
667,118925.1,15.1,279,172,0.62,19.9,3.4,1.42,855,8.64,82.06
668,118925.1,26.1,352,179,0.51,19.9,3.4,1.42,855,8.99,103.53
669,118925.1,20.1,355,179,0.5,19.9,3.4,1.42,855,8.99,104.41
670,118925.1,14.1,413,179,0.43,19.9,3.4,1.42,855,8.99,121.47
671,118925.1,7.1,305,181,0.59,19.9,3.4,1.42,855,9.1,89.71
672,118925.1,5.1,263,227,0.86,19.9,3.4,1.42,855,11.41,77.35
673,118925.1,11.1,309,233,0.75,19.9,3.4,1.42,855,11.71,90.88
674,118925.1,16.1,365,236,0.65,19.9,3.4,1.42,855,11.86,107.35
675,118925.1,17.1,356,238,0.67,19.9,3.4,1.42,855,11.96,104.71
676,118925.1,10.1,363,240,0.66,19.9,3.4,1.42,855,12.06,106.76
677,118925.1,18.1,357,254,0.71,19.9,3.4,1.42,855,12.76,105
678,118925.1,2.1,557,260,0.47,19.9,3.4,1.42,855,13.07,163.82
679,118925.1,23.1,354,263,0.74,19.9,3.4,1.42,855,13.22,104.12
680,118925.1,12.1,470,268,0.57,19.9,3.4,1.42,855,13.47,138.24
681,118925.1,21.1,371,292,0.79,19.9,3.4,1.42,855,14.67,109.12
682,118925.1,13.1,605,308,0.51,19.9,3.4,1.42,855,15.48,177.94
683,118925.1,22.1,460,311,0.68,19.9,3.4,1.42,855,15.63,135.29
684,118925.1,24.1,661,438,0.66,19.9,3.4,1.42,855,22.01,194.41
685,132415.1,14.1,27,12,0.44,22.6,4.02,1.07,932,0.53,6.72
686,132415.1,11.1,40,23,0.58,22.6,4.02,1.07,932,1.02,9.95
687,132415.1,8.1,73,42,0.58,22.6,4.02,1.07,932,1.86,18.16
688,132415.1,3.1,126,52,0.41,22.6,4.02,1.07,932,2.3,31.34
689,132415.1,16.1,104,58,0.56,22.6,4.02,1.07,932,2.57,25.87
690,132415.1,1.1,100,65,0.65,22.6,4.02,1.07,932,2.88,24.88
691,132415.1,2.1,109,67,0.61,22.6,4.02,1.07,932,2.96,27.11
692,132415.1,13.1,124,70,0.56,22.6,4.02,1.07,932,3.1,30.85
693,132415.1,6.1,162,108,0.67,22.6,4.02,1.07,932,4.78,40.3
694,132415.1,15.1,175,115,0.66,22.6,4.02,1.07,932,5.09,43.53
695,132415.1,12.1,509,141,0.28,22.6,4.02,1.07,932,6.24,126.62
696,132415.1,5.1,911,444,0.49,22.6,4.02,1.07,932,19.65,226.62
697,132415.1,4.1,1447,1906,1.32,22.6,4.02,1.07,932,84.34,359.95
698,135969.1,24.1,9,12,1.33,1.45,1.69,1.77,751,8.28,5.33
699,135969.1,18.1,11,16,1.45,1.45,1.69,1.77,751,11.03,6.51
700,135969.1,22.1,25,35,1.4,1.45,1.69,1.77,751,24.14,14.79
701,135969.1,26.1,15,36,2.4,1.45,1.69,1.77,751,24.83,8.88
702,135969.1,10.1,21,36,1.71,1.45,1.69,1.77,751,24.83,12.43
703,135969.1,4.1,16,37,2.31,1.45,1.69,1.77,751,25.52,9.47
704,135969.1,5.1,16,39,2.44,1.45,1.69,1.77,751,26.9,9.47
705,135969.1,12.1,28,39,1.39,1.45,1.69,1.77,751,26.9,16.57
706,135969.1,13.1,20,40,2,1.45,1.69,1.77,751,27.59,11.83
707,135969.1,17.1,19,42,2.21,1.45,1.69,1.77,751,28.97,11.24
708,135969.1,3.1,27,45,1.67,1.45,1.69,1.77,751,31.03,15.98
709,135969.1,23.1,23,50,2.17,1.45,1.69,1.77,751,34.48,13.61
710,135969.1,8.1,35,50,1.43,1.45,1.69,1.77,751,34.48,20.71
711,135969.1,9.1,53,62,1.17,1.45,1.69,1.77,751,42.76,31.36
712,135969.1,7.1,44,79,1.8,1.45,1.69,1.77,751,54.48,26.04
713,135969.1,15.1,32,84,2.63,1.45,1.69,1.77,751,57.93,18.93
714,135969.1,2.1,45,92,2.04,1.45,1.69,1.77,751,63.45,26.63
715,135969.1,11.1,76,94,1.24,1.45,1.69,1.77,751,64.83,44.97
716,135969.1,21.1,86,100,1.16,1.45,1.69,1.77,751,68.97,50.89
717,135969.1,1.1,63,129,2.05,1.45,1.69,1.77,751,88.97,37.28
718,135969.1,20.1,49,133,2.71,1.45,1.69,1.77,751,91.72,28.99
719,135969.1,16.1,43,142,3.3,1.45,1.69,1.77,751,97.93,25.44
720,137664.1,13.1,246,64,0.26,15.5,4.8,1.38,840,4.13,51.25
721,137664.1,14.1,534,66,0.12,15.5,4.8,1.38,840,4.26,111.25
722,137664.1,5.1,325,75,0.23,15.5,4.8,1.38,840,4.84,67.71
723,137664.1,24.1,231,91,0.39,15.5,4.8,1.38,840,5.87,48.13
724,137664.1,15.1,262,98,0.37,15.5,4.8,1.38,840,6.32,54.58
725,137664.1,20.1,419,98,0.23,15.5,4.8,1.38,840,6.32,87.29
726,137664.1,4.1,217,111,0.51,15.5,4.8,1.38,840,7.16,45.21
727,137664.1,23.1,414,117,0.28,15.5,4.8,1.38,840,7.55,86.25
728,137664.1,2.1,351,119,0.34,15.5,4.8,1.38,840,7.68,73.13
729,137664.1,19.1,386,122,0.32,15.5,4.8,1.38,840,7.87,80.42
730,137664.1,7.1,324,140,0.43,15.5,4.8,1.38,840,9.03,67.5
731,137664.1,1.1,365,158,0.43,15.5,4.8,1.38,840,10.19,76.04
732,137664.1,11.1,485,161,0.33,15.5,4.8,1.38,840,10.39,101.04
733,137664.1,17.1,273,164,0.6,15.5,4.8,1.38,840,10.58,56.88
734,137664.1,16.1,532,179,0.34,15.5,4.8,1.38,840,11.55,110.83
735,137664.1,3.1,403,184,0.46,15.5,4.8,1.38,840,11.87,83.96
736,137664.1,21.1,461,197,0.43,15.5,4.8,1.38,840,12.71,96.04
737,137664.1,10.1,535,234,0.44,15.5,4.8,1.38,840,15.1,111.46
738,137664.1,8.1,297,237,0.8,15.5,4.8,1.38,840,15.29,61.88
739,137664.1,12.1,565,250,0.44,15.5,4.8,1.38,840,16.13,117.71
740,137664.1,9.1,350,331,0.95,15.5,4.8,1.38,840,21.35,72.92
741,137664.1,18.1,434,338,0.78,15.5,4.8,1.38,840,21.81,90.42
742,137664.1,6.1,504,442,0.88,15.5,4.8,1.38,840,28.52,105
743,139459.2,22.1,620,102,0.16,35.8,1.39,1.41,794,2.85,446.04
744,139459.2,21.1,586,118,0.2,35.8,1.39,1.41,794,3.3,421.58
745,139459.2,10.1,384,123,0.32,35.8,1.39,1.41,794,3.44,276.26
746,139459.2,16.1,249,125,0.5,35.8,1.39,1.41,794,3.49,179.14
747,139459.2,4.1,276,131,0.47,35.8,1.39,1.41,794,3.66,198.56
748,139459.2,8.1,451,136,0.3,35.8,1.39,1.41,794,3.8,324.46
749,139459.2,26.1,322,137,0.43,35.8,1.39,1.41,794,3.83,231.65
750,139459.2,12.1,567,138,0.24,35.8,1.39,1.41,794,3.85,407.91
751,139459.2,6.1,257,147,0.57,35.8,1.39,1.41,794,4.11,184.89
752,139459.2,2.1,189,148,0.78,35.8,1.39,1.41,794,4.13,135.97
753,139459.2,19.1,307,148,0.48,35.8,1.39,1.41,794,4.13,220.86
754,139459.2,15.1,288,149,0.52,35.8,1.39,1.41,794,4.16,207.19
755,139459.2,14.1,457,152,0.33,35.8,1.39,1.41,794,4.25,328.78
756,139459.2,1.1,300,173,0.58,35.8,1.39,1.41,794,4.83,215.83
757,139459.2,3.1,472,175,0.37,35.8,1.39,1.41,794,4.89,339.57
758,139459.2,5.1,317,194,0.61,35.8,1.39,1.41,794,5.42,228.06
759,139459.2,20.1,333,253,0.76,35.8,1.39,1.41,794,7.07,239.57
760,139459.2,25.1,484,289,0.6,35.8,1.39,1.41,794,8.07,348.2
761,139459.2,18.1,304,325,1.07,35.8,1.39,1.41,794,9.08,218.71
762,139459.2,11.1,697,935,1.34,35.8,1.39,1.41,794,26.12,501.44
763,139463.1,1.1,2008,48,0.02,30.9,3.25,1.47,765,1.55,617.85
764,139464.2,15.1,118,78,0.66,26.4,2.52,1.42,776,2.95,46.83
765,139464.2,21.1,153,153,1,26.4,2.52,1.42,776,5.8,60.71
766,139464.2,6.1,424,158,0.37,26.4,2.52,1.42,776,5.98,168.25
767,139464.2,14.1,406,203,0.5,26.4,2.52,1.42,776,7.69,161.11
768,139464.2,3.1,547,224,0.41,26.4,2.52,1.42,776,8.48,217.06
769,139464.2,9.1,490,327,0.67,26.4,2.52,1.42,776,12.39,194.44
770,139464.2,12.1,1639,347,0.21,26.4,2.52,1.42,776,13.14,650.4
771,139464.2,2.1,326,348,1.07,26.4,2.52,1.42,776,13.18,129.37
772,139464.2,16.1,404,376,0.93,26.4,2.52,1.42,776,14.24,160.32
773,139464.2,19.1,246,397,1.61,26.4,2.52,1.42,776,15.04,97.62
774,139464.2,4.1,577,398,0.69,26.4,2.52,1.42,776,15.08,228.97
775,139464.2,10.1,1376,570,0.41,26.4,2.52,1.42,776,21.59,546.03
776,139464.2,5.1,394,661,1.68,26.4,2.52,1.42,776,25.04,156.35
777,139464.2,17.1,1294,829,0.64,26.4,2.52,1.42,776,31.4,513.49
778,139466.1,18.1,91,49,0.54,5.6,0.96,1.32,712,8.75,94.79
779,139466.1,14.1,137,73,0.53,5.6,0.96,1.32,712,13.04,142.71
780,139466.1,20.1,118,90,0.76,5.6,0.96,1.32,712,16.07,122.92
781,139466.1,10.1,195,92,0.47,5.6,0.96,1.32,712,16.43,203.13
782,139466.1,23.1,155,104,0.67,5.6,0.96,1.32,712,18.57,161.46
